timestamp,energy_generation,hour,day_of_week,day_of_year,month,quarter,is_weekend,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,energy_generation_lag_1,energy_generation_lag_2,energy_generation_lag_3,energy_generation_lag_6,energy_generation_lag_12,energy_generation_lag_24,energy_generation_lag_48,energy_generation_lag_168,energy_generation_rolling_mean_24,energy_generation_rolling_std_24,energy_generation_rolling_mean_168,energy_generation_rolling_std_168
2025-01-10 23:00:00,4576.04,23,4,10,1,1,0,-0.25881904510252157,0.9659258262890681,0.17117705961019986,0.985240282501282,0.49999999999999994,0.8660254037844387,4506.56,4690.06,4886.85,5589.92,5560.48,4518.24,4569.23,4415.17,5104.955833333333,485.34215669858503,5047.040416666667,594.6524365340425
2025-01-11 00:00:00,4538.67,0,5,11,1,1,1,0.0,1.0,0.18809941761179758,0.9821499931752291,0.49999999999999994,0.8660254037844387,4576.04,4506.56,4690.06,5222.89,5521.06,4597.8,4406.79,4414.48,5102.4920833333335,488.17041450687293,5047.779642857144,593.9381400952055
2025-01-11 01:00:00,4633.15,1,5,11,1,1,1,0.25881904510252074,0.9659258262890683,0.18809941761179758,0.9821499931752291,0.49999999999999994,0.8660254037844387,4538.67,4576.04,4506.56,4920.85,5429.68,4586.53,4264.97,4316.92,5104.434583333333,486.1164958425572,5049.661964285714,592.1062908203668
2025-01-11 02:00:00,4607.04,2,5,11,1,1,1,0.49999999999999994,0.8660254037844387,0.18809941761179758,0.9821499931752291,0.49999999999999994,0.8660254037844387,4633.15,4538.67,4576.04,4886.85,5342.84,4441.25,4128.53,4198.14,5111.3425,477.3821279349829,5052.095892857143,589.4193624779126
2025-01-11 03:00:00,4579.73,3,5,11,1,1,1,0.7071067811865475,0.7071067811865476,0.18809941761179758,0.9821499931752291,0.49999999999999994,0.8660254037844387,4607.04,4633.15,4538.67,4690.06,5489.73,4345.84,4027.12,4022.71,5121.087916666666,463.2537771401272,5055.411488095238,585.1453744326517
2025-01-11 04:00:00,4480.97,4,5,11,1,1,1,0.8660254037844386,0.5000000000000001,0.18809941761179758,0.9821499931752291,0.49999999999999994,0.8660254037844387,4579.73,4607.04,4633.15,4506.56,5717.54,4396.73,4134.87,3934.42,5124.597916666667,457.81400724082147,5058.664761904762,580.375504450705
2025-01-11 05:00:00,4437.06,5,5,11,1,1,1,0.9659258262890683,0.25881904510252074,0.18809941761179758,0.9821499931752291,0.49999999999999994,0.8660254037844387,4480.97,4579.73,4607.04,4576.04,5589.92,4868.78,4684.55,3932.86,5106.609583333334,476.4065653772991,5061.665952380952,575.8046137531785
2025-01-11 06:00:00,4548.28,6,5,11,1,1,1,1.0,6.123233995736766e-17,0.18809941761179758,0.9821499931752291,0.49999999999999994,0.8660254037844387,4437.06,4480.97,4579.73,4538.67,5222.89,5366.75,5243.02,4014.71,5072.506666666667,486.16961749065337,5064.841964285714,571.450318631273
2025-01-11 07:00:00,4823.03,7,5,11,1,1,1,0.9659258262890683,-0.25881904510252063,0.18809941761179758,0.9821499931752291,0.49999999999999994,0.8660254037844387,4548.28,4437.06,4480.97,4633.15,4920.85,5625.5,5485.68,4218.5,5039.0704166666665,473.92468780230104,5068.4403571428575,567.9818559026359
2025-01-11 08:00:00,5006.95,8,5,11,1,1,1,0.8660254037844387,-0.4999999999999998,0.18809941761179758,0.9821499931752291,0.49999999999999994,0.8660254037844387,4823.03,4548.28,4437.06,4607.04,4886.85,5597.23,5526.27,4453.67,5014.475416666666,458.7733023294271,5071.7336904761905,565.9964571021336
2025-01-11 09:00:00,5127.26,9,5,11,1,1,1,0.7071067811865476,-0.7071067811865475,0.18809941761179758,0.9821499931752291,0.49999999999999994,0.8660254037844387,5006.95,4823.03,4548.28,4579.73,4690.06,5639.53,5561.1,4638.83,4993.130833333334,439.9590212035665,5074.641011904762,565.0130610610952
2025-01-11 10:00:00,5235.13,10,5,11,1,1,1,0.49999999999999994,-0.8660254037844387,0.18809941761179758,0.9821499931752291,0.49999999999999994,0.8660254037844387,5127.26,5006.95,4823.03,4480.97,4506.56,5598.5,5580.67,4792.54,4977.9904166666665,424.19031943198974,5077.275476190476,564.7215917746892
2025-01-11 11:00:00,5364.79,11,5,11,1,1,1,0.258819045102521,-0.9659258262890682,0.18809941761179758,0.9821499931752291,0.49999999999999994,0.8660254037844387,5235.13,5127.26,5006.95,4437.06,4576.04,5560.48,5474.98,4821.68,4969.836666666667,414.27175595218284,5080.508273809523,564.8041858623761
